Day,Temperature
326,29.334035734391293
327,28.825019926122632
328,30.724712510337177
329,31.009681347280996
330,29.041905710236925
331,30.50365220970466
332,27.466895822059648
333,29.599637774056745
334,28.145435213896807
335,28.360837499702132
336,28.888787089471847
337,26.17462444155743
338,25.597096233183223
339,25.90965319403647
340,26.86061427651963
341,23.201466220516554
342,22.215659361050925
343,21.892446319769714
344,21.54275186361427
345,21.594667432114672
346,17.635286790855847
347,18.78273583943932
348,19.05015595734308
349,17.764209860304742
350,16.040108055626355
351,15.293972442234177
352,14.459605461605141
353,13.805430452998415
354,12.43865009919468
355,13.408263677702434
356,12.54756601007593
357,11.182330430323445
358,10.595277358716638
359,9.889716278468093
360,11.524520462434081
361,9.741422269443248
362,11.254701681859235
363,10.785671551404684
364,9.498005044822952
365,9.95195911528651
366,10.310067401430848
367,10.967552157882166
368,12.220072721530975
369,11.818249551926174
370,13.838571380654468
371,16.41519239510091
372,15.240583847935989
373,15.710298055412686
374,16.249138764909517
375,17.428501212184887
376,17.96862580421289
377,20.382353100486842
378,21.354798637409917
379,23.03053154704857
380,21.560033443213424
381,23.4658050966374
382,23.179163617989936
383,26.927894904887825
384,26.103549650301336
385,27.87942459370562
386,28.20660566544413
387,27.607016465233084
388,27.43505447666748
389,29.047563030092988
390,30.252770798460087
391,31.025046751820014
392,28.343649452409903
393,29.84946503341527
394,30.666744949090138
395,28.751936597676675
396,28.933880784489343
397,29.90918202930988
398,27.113952787506392
399,27.679673342425094
400,27.11155654722711
401,26.88218570666971
402,26.463992601881785
403,26.81034698711519
404,24.192633434410446
405,23.01110317930342
406,21.00474256164839
407,21.1233291336452
408,20.065897383382588
409,19.76681934708633
410,19.02856390850781
411,17.66628279044078
412,15.855950188156562
413,15.568326132595466
414,14.253000030308202
415,13.925889465919168
416,14.565827366835968
417,14.42055661063479
418,11.547852410593556
419,11.665070114514437
420,12.40517803290205
421,10.075864265911989
422,10.859895071484523
423,9.94115445258665
424,10.368090057924743
425,10.258207494284964
426,10.354572798540437
427,11.516266792744092
428,10.429600865700884
429,10.150201824979424
430,13.841427924067382
431,12.950256085817118
432,13.074571829968836
433,13.235869205960242
434,13.950040931798776
435,14.85113916545252
436,16.218137533264755
437,17.804097823058243
438,19.15743359712768
439,20.47619582522621
440,19.8985199934351
441,20.424386910583603
442,21.44524862217123
443,23.716242171706156
444,24.343821807036292
445,26.65782821211649
446,25.82149484465447
447,26.87342579242021
448,27.861149904201447
449,29.864884604425107
450,29.379928276155248
451,28.821340044547416
452,31.5865222029047
453,30.4637274456768
454,28.55964618758986
455,28.253371452222797
456,29.83044357725582
457,28.9468126881869
458,29.754477119852197
459,28.475048264029137
460,31.396947020314865
461,29.28191616170735
462,28.296164319985657
463,26.753507433191736
464,26.339592739514156
465,25.302582284091805
466,22.432776746643015
467,25.71011269436832
468,25.37008192656048
469,23.056226547466178
470,21.10240892712238
471,19.730243171568624
472,18.29003311859524
473,19.337667538562084
474,15.918004256258243
475,18.403404130918524
476,16.505325801535726
477,15.002134830732231
478,14.500611858404582
479,11.372517477154958
480,12.26364037588143
481,12.312145483567134
482,12.718537720808431
483,10.704001489341339
484,11.874754756156172
485,8.63005187635738
486,10.419476145301708
487,10.97672392073967
488,10.486119450699034
489,9.774421825888037
490,9.89138608785929
491,11.76556725083044
492,12.487599505185678
493,9.44174779187021
494,11.16391243162127
495,13.019128407409028
496,14.341770031132583
497,13.664336214017208
498,16.859870572625375
499,17.026836165462907
500,17.37386771832169
501,17.968180273236566
502,20.17838117035376
503,19.863238510992396
504,21.1366960176623
505,23.236995705674154
506,24.4529869826618
507,26.014058807087302
508,23.239625593144115
509,25.438877570948492
510,26.238627924879488
511,26.268024968978633
512,26.67561184007569
513,28.00123837046423
514,26.730199339251346
515,29.514237849776354
516,29.01511169519066
517,31.052519337410416
518,30.925506557182004
519,29.14200590072776
520,28.8151309711075
521,28.523766791143775
522,30.745087935031226
523,28.070653422871132
524,28.247085313430134
525,28.975413802887143
526,26.729510703683925
527,26.118075041618667
528,27.133479291478732
529,23.835573598639407
530,24.80916605972117
531,22.401576018012562
532,21.503641899132845
533,21.530309598533503
534,19.961505357594344
535,18.18343167881097
536,17.26594683388693
537,15.486670820240187
538,16.310209005374293
539,15.543278841972759
540,14.513838686285672
541,12.434819955111248
542,12.915163113603853
543,11.579525768450527
544,12.549925817247175
545,11.438983854272172
546,10.6493640868054
547,10.079843048480221
548,10.960250696042545
549,9.905413617251755
550,8.33684872025759
551,11.224242676259648
552,10.2642468865922
553,10.690996097820554
554,10.35909663952145
555,10.560594874788439
556,12.570871775152945
557,11.20353909125282
558,12.788314356732233
559,14.454410703621193
560,13.041694657054865
561,18.345521037529753
562,17.91035937170772
563,17.344457540052343
564,18.80592529707304
565,18.193272315138046
566,20.25118659380961
567,22.439793748726032
568,22.190946688942738
569,23.826912566664664
570,24.382859057952434
571,26.01805959028549
572,24.56978190388265
573,26.538843753445057
574,27.29345689004685
575,29.19696480539105
576,28.429831012397266
577,29.874382745463752
578,29.207077041854536
579,28.754663849312145
580,29.66606797104149
581,30.087559162234143
582,29.310346804107407
583,29.665995525843982
584,26.505747343200976
585,30.653989036761644
586,29.62816857184395
587,27.663189301822236
588,27.961276532008743
589,26.400189979331085
590,24.571964480441004
591,25.867719224434303
592,24.610165810464977
593,24.771318895326825
594,20.97491934780542
595,22.912463107734578
596,22.03426096286632
597,19.950135846726656
598,17.295813891764503
599,17.335663872958396
600,16.36765117419138
601,16.609687153755917
602,14.098861096094451
603,15.460684334684512
604,15.056418906450517
605,12.140479110587608
606,11.19347917383591
607,12.300791502809593
608,11.341427610994877
609,10.464051904761298
610,9.45298196455678
611,8.10303585404036
612,10.00669596725038
613,7.634779832970237
614,10.592253980448797
615,12.840244583029644
616,11.84808087091465
617,10.165246506072947
618,11.924340382569975
619,10.15825212711903
620,13.137833987538793
621,11.055240338707492
622,14.540800967020818
623,14.550796052420322
624,14.151369588007954
625,17.360851629704214
626,15.675098327948502
627,19.727171467593188
628,20.30099882817306
629,19.881394629197374
630,19.672804698020187
631,20.838298455581977
632,22.51113136952919
633,24.38608427578214
634,26.780785507839344
635,25.061571161923304
636,27.574610435617274
637,27.867591289080973
638,28.101784638486237
639,28.87470834144031
640,29.033496185235958
641,29.65934130681854
642,28.730060371148788
643,31.03643052149645
644,29.768070958724373
645,30.16828931193206
646,30.11071658474977
647,27.945442985217625
648,28.60441921284726
649,29.072125446657083
650,30.10013961038285
651,28.213937533504968
652,29.88277469247558
653,25.630270683395132
654,25.42321306280564
655,23.66405892514799
656,24.393463000502845
657,23.23148151318489
658,21.05141752455032
659,19.23129349099506
660,18.303105890095257
661,18.84222625984664
662,16.752787409371756
663,15.006682888719139
664,13.664283985146596
665,15.298478636034163
666,14.619802364939249
667,12.51984911224041
668,12.363585203578998
669,12.47460628565472
670,11.077254569343648
671,12.498169395208128
672,11.32586219798424
673,10.479701910174258
674,9.332576370044048
675,9.7162453535157
676,10.75840881311176
677,10.771080495959811
678,10.552280840483556
679,10.404018415752901
680,11.964780796861827
681,10.628826363335675
682,9.87802717875239
683,13.549504250126823
684,16.421490112528062
685,14.024159603954189
686,15.450597810162423
687,14.87386544758084
688,15.504521872886539
689,17.875511114032857
690,16.973319140845835
691,19.30103585079753
692,20.026597139627054
693,22.117580440259125
694,22.8112070121489
695,23.12397765225607
696,25.17878442537809
697,25.155054361952306
698,25.616308265401727
699,27.057852682479666
700,26.250624559491932
701,26.907031183672824
702,28.356649184240386
703,27.397859668935823
704,29.59712057169929
705,30.11631462703529
706,29.307527713398247
707,32.08834925763315
708,29.43797364119097
709,29.76975606298897
710,31.086377842593976
711,27.096587392782034
712,26.439974895416448
713,27.612315196918164
714,28.672383149259268
715,27.962902813582048
716,24.683629147567743
717,26.440741806445857
718,24.075241422883668
719,24.59969778465958
720,22.6685048620419
721,20.846231332644685
722,18.7217494344407
723,18.28649016125902
724,21.167535938179817
725,17.690039998317175
726,15.538419936764452
727,17.05474282540128
728,13.526489041418767
729,14.385061468524095
730,15.208462183013678
731,12.703953993116144
732,11.376635900620702
733,11.4049816716871
734,10.466105501312043
735,10.198483304245485
736,10.293390351764893
737,8.746933769440869
738,9.9777261230171
739,11.0889412930813
740,9.75672869238553
741,11.18416095905346
742,12.159054474196957
743,11.1858603178314
744,10.513891375700917
745,12.60317688301173
746,13.015210808163546
747,13.790129872494315
748,14.560869517782624
749,16.088781928667522
750,15.743428177470639
751,15.612742712681424
752,18.80978803187161
753,19.372931538014953
754,20.27810069217362
755,20.650358500022445
756,21.384244012865807
757,21.540825040165558
758,24.89373151598689
759,25.95886570681014
760,24.51696855220322
761,25.80602527275084
762,27.276368637241937
763,28.292812497702336
764,28.385355445511408
765,27.38231852357279
766,31.08263316310293
767,29.848343836429002
768,31.00890362410485
769,30.847888465817526
770,30.905620219190265
771,30.08664460338719
772,28.71337091734488
773,28.898624311579006
774,29.48068951824231
775,30.88117428270531
776,27.63275725226375
777,27.880399119038458
778,27.132724112337844
779,23.35053925073241
780,23.384794733097085
781,24.075092481512275
782,23.245111024001073
783,21.30726054928428
784,21.188505764382352
785,20.69528601064456
786,21.14243915479898
787,17.016587472197962
788,17.97464039755588
789,16.29915687765972
790,15.141541218255586
791,14.96627928281723
792,15.876997327885785
793,11.828718919283343
794,11.529107941553185
795,12.860035280921036
796,11.319245255972598
797,10.444549764867768
798,11.09183232222377
799,9.941947976721329
800,10.584970456140065
801,7.372702650944436
802,8.922937429391688
803,10.168056169536742
804,11.527233948264126
805,8.83110105399586
806,10.790187682464227
807,12.517392622623394
808,12.836731620631298
809,13.48489390211274
810,13.958502783802677
811,14.644316392397267
812,15.373834450966891
813,16.596994574150774
814,17.73947488289914
815,16.62740968628847
816,19.135134306514097
817,19.860246259839638
818,19.613195345828373
819,21.485752939538422
820,24.18401525960842
821,24.048406973040873
822,23.624974709597936
823,24.914271985202177
824,26.025262708580843
825,28.608722500948964
826,27.615276087196644
827,28.03463313766361
828,29.848228825964167
829,29.192546866502425
830,30.654064589842335
831,30.3292563856504
832,29.120764591749158
833,29.08797408408819
834,27.870155637683943
835,29.946748773281325
836,29.004716083668704
837,29.095929012040685
838,27.70855497489027
839,28.915051815963697
840,25.660323967353786
841,26.560442572921907
842,25.462049089101217
843,24.35136227278808
844,24.445845010095994
845,21.73736280740795
846,22.887822612523987
847,20.003875933167876
848,20.46581578806268
849,20.88817347134543
850,16.447196261709166
851,16.129633662441364
852,15.295498330567396
853,17.137943433250353
854,13.792737553550303
855,13.50256924723608
856,11.154050823796613
857,12.645235335904477
858,11.950917449439363
859,10.060788982100519
860,8.250834217696793
861,8.26429826025018
862,10.607969190488637
863,10.111578466269425
864,9.712976161501455
865,10.703883510574308
866,10.138030521379132
867,10.392546545783116
868,10.775089569495396
869,11.120381216169704
870,11.53741741204415
871,12.816625469104132
872,14.105262633927817
873,13.763641654038558
874,15.16359670908606
875,14.246723110330972
876,17.053827521551998
877,17.58873447551416
878,19.06958725556521
879,20.87028788662544
880,21.130413334938005
881,21.890947101400908
882,22.495779891109095
883,23.14522498023019
884,25.335842615598597
885,26.244948678835005
886,26.365948015944326
887,27.228922386238033
888,28.94810715338622
889,26.034274121681392
890,29.771638627182586
891,29.314363117120696
892,28.33102801902683
893,30.611549740729384
894,29.151766914307128
895,31.62264060512153
896,29.350281586307567
897,29.49680089093271
898,31.761701331457864
899,28.02465500635132
900,30.128625692619366
901,28.588549156506947
902,28.107748456101557
903,28.937455586274154
904,27.81599707104751
905,24.314441009157527
906,24.043195459548485
907,23.871882739290516
908,24.35473944333041
909,21.741159361833937
910,21.27136990406134
911,18.57118531343281
912,19.902060803968535
913,19.306471515993046
914,17.7949175683391
915,16.736099200354875
916,15.41994132458521
917,13.383199287477137
918,13.519715665110157
919,13.688677923536616
920,13.808063630489501
921,11.197930606382336
922,10.956216376672693
923,11.614793432264419
924,8.89405753716883
925,10.73577702703873
926,10.09104067350103
927,10.060578591172323
928,9.722404763595538
929,9.626562833444437
930,9.76868914344371
931,11.347295321534418
932,10.186839928908785
933,12.268317499999435
934,11.778573159364306
935,11.66578896640618
936,12.40353961897461
937,13.629504402040908
938,17.311602453880003
939,16.65020800045379
940,16.616389436360777
941,18.457189591882955
942,19.804257745888993
943,22.267856590598683
944,21.546771868388884
945,22.34330676556886
946,25.52549521706966
947,22.740926376919305
948,24.71294996744189
949,24.583745683399876
950,27.412921201065682
951,27.671991609515107
952,28.557248682181978
953,27.75489966650444
954,29.465092236673822
955,29.265803466844407
956,30.577837755378855
957,31.058857661020284
958,30.047722837060633
959,30.139853745227224
960,31.497858153187554
961,27.379532794565833
962,29.32279594963178
963,28.512235658965466
964,27.90525234253663
965,28.402567577914706
966,27.703212522734134
967,26.86985526959783
968,25.93516107317327
969,23.605759726523235
970,26.380921370201815
971,22.88852349055575
972,22.05329234694263
973,20.56517199337106
974,19.561970258460484
975,19.88648846490157
976,17.806147085310503
977,16.34798390800659
978,17.852094091281323
979,14.336551414921587
980,12.947288095368453
981,13.496085013228964
982,12.35494212911546
983,12.343150105990867
984,11.683066263222987
985,10.762843419657372
986,9.518293234679867
987,10.19244681518029
988,9.974657518913533
989,9.469656856489548
990,11.033116862237751
991,10.545825516036418
992,10.752022987157057
993,9.9412428810914
994,10.393489938624416
995,12.158684401906964
996,12.393038426351703
997,12.387388181685257
998,12.432082104771723
999,15.466408339982081
